optimizer,beta1,rho,fixed_beta,step,train_loss,val_loss,val_loss_x,val_loss_z,val_loss_y,beta_t,lr,step_time,tokens_per_sec,elapsed_s,best_val_loss,update_cosine_similarity,z_x_distance,y_x_distance,y_z_distance,y_x_expected_distance,y_z_expected_distance,amuse_y_reconstruction_error
adamw,nan,nan,nan,0,4.410679340362549,4.4163432121276855,4.4163432121276855,nan,nan,nan,3.3333333333333333e-06,nan,0.0,0.44502677700074855,4.4163432121276855,nan,nan,nan,nan,nan,nan,nan
adamw,nan,nan,nan,500,2.0042405128479004,2.061993360519409,2.061993360519409,nan,nan,nan,0.00167,0.012915612998767756,543187.1151733254,7.5406796030001715,2.061993360519409,nan,nan,nan,nan,nan,nan,nan
adamw,nan,nan,nan,1000,1.5490765571594238,1.7347424030303955,1.7347424030303955,nan,nan,nan,0.0033366666666666666,0.01355118899664376,558828.4203644152,14.659240119995957,1.7347424030303955,nan,nan,nan,nan,nan,nan,nan
adamw,nan,nan,nan,1500,1.4362585544586182,1.6503686904907227,1.6503686904907227,nan,nan,nan,0.005,0.013550727002439089,563987.1088007992,21.787732038996182,1.6503686904907227,nan,nan,nan,nan,nan,nan,nan
adamw,nan,nan,nan,2000,1.3644397258758545,1.574296236038208,1.574296236038208,nan,nan,nan,0.004984786304919372,0.013639773998875171,565907.8928427373,28.951707878994057,1.574296236038208,nan,nan,nan,nan,nan,nan,nan
adamw,nan,nan,nan,2500,1.335118293762207,1.5651777982711792,1.5651777982711792,nan,nan,nan,0.004939350958804604,0.013476221000018995,566193.5067078675,36.17137914399791,1.5651777982711792,nan,nan,nan,nan,nan,nan,nan
adamw,nan,nan,nan,3000,1.2994773387908936,1.5434718132019043,1.5434718132019043,nan,nan,nan,0.004864308396768294,0.013238138002634514,568708.4688127238,43.21370499600016,1.5434718132019043,nan,nan,nan,nan,nan,nan,nan
adamw,nan,nan,nan,3500,1.2772490978240967,1.5316320657730103,1.5316320657730103,nan,nan,nan,0.004760673440727677,0.013446548000501934,569736.7121006344,50.324999935997766,1.5316320657730103,nan,nan,nan,nan,nan,nan,nan
adamw,nan,nan,nan,4000,1.2639573812484741,1.5392242670059204,1.5392242670059204,nan,nan,nan,0.004629847575679107,0.013429814003757201,569754.8298273077,57.51245673499943,1.5316320657730103,nan,nan,nan,nan,nan,nan,nan
adamw,nan,nan,nan,4500,1.2476575374603271,1.5390112400054932,1.5390112400054932,nan,nan,nan,0.0044735999970177,0.014032349004992284,569468.2013763657,64.73407981499622,1.5316320657730103,nan,nan,nan,nan,nan,nan,nan
adamw,nan,nan,nan,5000,1.2400176525115967,1.540144443511963,1.540144443511963,nan,nan,nan,0.004294043685204651,0.013482359994668514,569481.1465684084,71.9251203429958,1.5316320657730103,nan,nan,nan,nan,nan,nan,nan
adamw,nan,nan,nan,5500,1.2220988273620605,1.5404672622680664,1.5404672622680664,nan,nan,nan,0.004093606831331269,0.013243291003163904,571240.0771854335,78.87401777199557,1.5316320657730103,nan,nan,nan,nan,nan,nan,nan
adamw,nan,nan,nan,6000,1.2067468166351318,1.54032564163208,1.54032564163208,nan,nan,nan,0.0038750000000000004,0.013469581004756037,571150.6439715014,86.05785622199619,1.5316320657730103,nan,nan,nan,nan,nan,nan,nan
adamw,nan,nan,nan,6500,1.184526801109314,1.5508782863616943,1.5508782863616943,nan,nan,nan,0.0036411794735881032,0.013558662998548243,571103.3515246938,93.23706446099823,1.5316320657730103,nan,nan,nan,nan,nan,nan,nan
adamw,nan,nan,nan,7000,1.1698939800262451,1.5577287673950195,1.5577287673950195,nan,nan,nan,0.0033953072735999536,0.01352867399691604,570466.3336793293,100.52126937999856,1.5316320657730103,nan,nan,nan,nan,nan,nan,nan
adamw,nan,nan,nan,7500,1.1647746562957764,1.5562453269958496,1.5562453269958496,nan,nan,nan,0.0031407083997505936,0.013735444001213182,570116.972199795,107.76735827199445,1.5316320657730103,nan,nan,nan,nan,nan,nan,nan
adamw,nan,nan,nan,8000,1.1492325067520142,1.5545158386230469,1.5545158386230469,nan,nan,nan,0.0028808258650485706,0.01342174899764359,570007.9693552419,114.97383110999363,1.5316320657730103,nan,nan,nan,nan,nan,nan,nan
adamw,nan,nan,nan,8500,1.1328904628753662,1.5652841329574585,1.5652841329574585,nan,nan,nan,0.00261917413495143,0.013029912995989434,570778.8342731869,121.99471287099732,1.5316320657730103,nan,nan,nan,nan,nan,nan,nan
adamw,nan,nan,nan,9000,1.1126043796539307,1.5645688772201538,1.5645688772201538,nan,nan,nan,0.002359291600249407,0.01354503399488749,570730.6196483499,129.18178464899393,1.5316320657730103,nan,nan,nan,nan,nan,nan,nan
adamw,nan,nan,nan,9500,1.0930989980697632,1.5814682245254517,1.5814682245254517,nan,nan,nan,0.0021046927264000478,0.013355884002521634,570708.8672388395,136.3637477309967,1.5316320657730103,nan,nan,nan,nan,nan,nan,nan
adamw,nan,nan,nan,10000,1.0731070041656494,1.598417043685913,1.598417043685913,nan,nan,nan,0.0018588205264118973,0.013614432005851995,571297.159823552,143.39297612699738,1.5316320657730103,nan,nan,nan,nan,nan,nan,nan
adamw,nan,nan,nan,10500,1.050240397453308,1.631270170211792,1.631270170211792,nan,nan,nan,0.0016250000000000006,0.01343428299878724,571062.7520242769,150.6244273419943,1.5316320657730103,nan,nan,nan,nan,nan,nan,nan
adamw,nan,nan,nan,11000,1.0295517444610596,1.6449733972549438,1.6449733972549438,nan,nan,nan,0.0014063931686687317,0.013252343000203837,571481.3191478036,157.68144466100057,1.5316320657730103,nan,nan,nan,nan,nan,nan,nan
