optimizer,beta1,rho,fixed_beta,step,train_loss,val_loss,val_loss_x,val_loss_z,val_loss_y,beta_t,lr,step_time,tokens_per_sec,elapsed_s,best_val_loss,update_cosine_similarity,z_x_distance,y_x_distance,y_z_distance,y_x_expected_distance,y_z_expected_distance,amuse_y_reconstruction_error
adamw,nan,nan,nan,0,4.410679340362549,4.4163432121276855,4.4163432121276855,nan,nan,nan,0.001,nan,0.0,0.518978000000061,4.4163432121276855,nan,nan,nan,nan,nan,nan,nan
adamw,nan,nan,nan,500,1.910562515258789,2.000044345855713,2.000044345855713,nan,nan,nan,0.001,0.012137308000092162,561051.7374837582,7.300574486000187,2.000044345855713,nan,nan,nan,nan,nan,nan,nan
adamw,nan,nan,nan,1000,1.5963490009307861,1.773254156112671,1.773254156112671,nan,nan,nan,0.001,0.012645939999856637,583011.7649103444,14.051174424001147,1.773254156112671,nan,nan,nan,nan,nan,nan,nan
adamw,nan,nan,nan,1500,1.4745781421661377,1.6805204153060913,1.6805204153060913,nan,nan,nan,0.001,0.01263683300021512,590278.4839081013,20.81729274400095,1.6805204153060913,nan,nan,nan,nan,nan,nan,nan
adamw,nan,nan,nan,2000,1.405678629875183,1.6106231212615967,1.6106231212615967,nan,nan,nan,0.001,0.0129788300000655,592961.8418430429,27.630783035001514,1.6106231212615967,nan,nan,nan,nan,nan,nan,nan
adamw,nan,nan,nan,2500,1.3631747961044312,1.5833380222320557,1.5833380222320557,nan,nan,nan,0.001,0.010572595001576701,595111.3671870845,34.41372679000051,1.5833380222320557,nan,nan,nan,nan,nan,nan,nan
adamw,nan,nan,nan,3000,1.3277865648269653,1.5579330921173096,1.5579330921173096,nan,nan,nan,0.001,0.012517508999735583,595777.5212754388,41.250297506001516,1.5579330921173096,nan,nan,nan,nan,nan,nan,nan
adamw,nan,nan,nan,3500,1.3005383014678955,1.543864369392395,1.543864369392395,nan,nan,nan,0.001,0.012820893000025535,596581.3063046945,48.06050692000099,1.543864369392395,nan,nan,nan,nan,nan,nan,nan
adamw,nan,nan,nan,4000,1.284285306930542,1.5432713031768799,1.5432713031768799,nan,nan,nan,0.001,0.012767121001161286,597009.0742351925,54.88693792800041,1.5432713031768799,nan,nan,nan,nan,nan,nan,nan
adamw,nan,nan,nan,4500,1.2692077159881592,1.5451949834823608,1.5451949834823608,nan,nan,nan,0.001,0.012751931999446242,597744.7241965095,61.67181157400046,1.5432713031768799,nan,nan,nan,nan,nan,nan,nan
adamw,nan,nan,nan,5000,1.2542864084243774,1.5377665758132935,1.5377665758132935,nan,nan,nan,0.001,0.012698765998720773,598305.2933765816,68.4600327850003,1.5377665758132935,nan,nan,nan,nan,nan,nan,nan
adamw,nan,nan,nan,5500,1.2379223108291626,1.535766363143921,1.535766363143921,nan,nan,nan,0.001,0.012809440999262733,598274.5457254187,75.30990633300098,1.535766363143921,nan,nan,nan,nan,nan,nan,nan
adamw,nan,nan,nan,6000,1.2259827852249146,1.5347522497177124,1.5347522497177124,nan,nan,nan,0.001,0.013002356001379667,598198.0447656603,82.16676806299984,1.5347522497177124,nan,nan,nan,nan,nan,nan,nan
adamw,nan,nan,nan,6500,1.2090431451797485,1.5490952730178833,1.5490952730178833,nan,nan,nan,0.001,0.012870451000708272,597847.3377489352,89.066215801,1.5347522497177124,nan,nan,nan,nan,nan,nan,nan
adamw,nan,nan,nan,7000,1.1988059282302856,1.548526644706726,1.548526644706726,nan,nan,nan,0.001,0.012827870001274277,597700.4635149821,95.94103317700137,1.5347522497177124,nan,nan,nan,nan,nan,nan,nan
adamw,nan,nan,nan,7500,1.2002770900726318,1.5422762632369995,1.5422762632369995,nan,nan,nan,0.001,0.013151524999557296,597512.9825543014,102.826217662001,1.5347522497177124,nan,nan,nan,nan,nan,nan,nan
adamw,nan,nan,nan,8000,1.1903486251831055,1.5363056659698486,1.5363056659698486,nan,nan,nan,0.001,0.012881317001301795,597313.7340269878,109.7178857050003,1.5347522497177124,nan,nan,nan,nan,nan,nan,nan
adamw,nan,nan,nan,8500,1.1862431764602661,1.5455533266067505,1.5455533266067505,nan,nan,nan,0.001,0.01347762099976535,596979.9516735207,116.64043290700101,1.5347522497177124,nan,nan,nan,nan,nan,nan,nan
adamw,nan,nan,nan,9000,1.1746875047683716,1.5479339361190796,1.5479339361190796,nan,nan,nan,0.001,0.012969256998985657,597058.0901004042,123.48547188700104,1.5347522497177124,nan,nan,nan,nan,nan,nan,nan
adamw,nan,nan,nan,9500,1.1668980121612549,1.5581201314926147,1.5581201314926147,nan,nan,nan,0.001,0.012854111000706325,596985.5959927713,130.3616042370013,1.5347522497177124,nan,nan,nan,nan,nan,nan,nan
adamw,nan,nan,nan,10000,1.1581381559371948,1.5546375513076782,1.5546375513076782,nan,nan,nan,0.001,0.012808820998543524,597066.8588895502,137.2040648050006,1.5347522497177124,nan,nan,nan,nan,nan,nan,nan
adamw,nan,nan,nan,10500,1.1463403701782227,1.5604515075683594,1.5604515075683594,nan,nan,nan,0.001,0.012954763999005081,597123.3179218184,144.05064652200053,1.5347522497177124,nan,nan,nan,nan,nan,nan,nan
adamw,nan,nan,nan,11000,1.1467533111572266,1.5752506256103516,1.5752506256103516,nan,nan,nan,0.001,0.012779458000295563,597152.2701183172,150.90288442200108,1.5347522497177124,nan,nan,nan,nan,nan,nan,nan
adamw,nan,nan,nan,11500,1.1390247344970703,1.5768203735351562,1.5768203735351562,nan,nan,nan,0.001,0.012910634999570902,596924.1667407763,157.8223922720008,1.5347522497177124,nan,nan,nan,nan,nan,nan,nan
adamw,nan,nan,nan,12000,1.1291290521621704,1.5803488492965698,1.5803488492965698,nan,nan,nan,0.001,0.01285461900079099,596688.6314224113,164.74924244100112,1.5347522497177124,nan,nan,nan,nan,nan,nan,nan
adamw,nan,nan,nan,12500,1.1305668354034424,1.5721871852874756,1.5721871852874756,nan,nan,nan,0.001,0.012810525000531925,596684.1618154093,171.61507972400068,1.5347522497177124,nan,nan,nan,nan,nan,nan,nan
adamw,nan,nan,nan,13000,1.1295721530914307,1.6007328033447266,1.6007328033447266,nan,nan,nan,0.001,0.01284955700066348,596683.0330800657,178.48002054000062,1.5347522497177124,nan,nan,nan,nan,nan,nan,nan
adamw,nan,nan,nan,13500,1.1197102069854736,1.586296796798706,1.586296796798706,nan,nan,nan,0.001,0.012959356001374545,596616.4809263526,185.3653117800004,1.5347522497177124,nan,nan,nan,nan,nan,nan,nan
